,NUMBER,S,NAME,INCHI_KEY,SMILES,ACTIVITY_LABEL,ACTIVITY_PROBABILITY
6148,#6699,S,azilsartan medoxomil,QJFSABGVXDWMIW-UHFFFAOYSA-N,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0.0,0.00389415840618
4672,#5171,S,3-(6-hydroxy-naphthalen-2-yl)-benzo[d]isooxazol-6-ol,LCGSYJVWLGYWTD-UHFFFAOYSA-N,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,0.0,0.00387615524232
958,#1025,S,nefazodone,VRBKIVRKKCLPHA-UHFFFAOYSA-N,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,0.0,0.00387391471304
3507,#3873,S,2-[trans-(4-aminocyclohexyl)amino]-6-(benzyl-amino)-9-cyclopentylpurine,JTVILUUAQWQWBK-IYARVYRRSA-N,N[C@H]1CC[C@H](Nc2nc(NCc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,0.0,0.0038683838211
5869,#6403,S,[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid,PAIQRYUOBBCBSE-UHFFFAOYSA-N,Cc1cccc(Nc2nc(Nc3ccc(CC(=O)O)cc3)ncc2C(N)=O)c1,0.0,0.00385838118382
5820,#6353,S,3-{5-[(6-amino-1h-pyrazolo[3*4-b]pyridin-3-yl)methoxy]-2-chlorophenoxy}-5-chlorobenzonitrile,KXDIHAQCVNNLIB-UHFFFAOYSA-N,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)ccc2Cl)c1,0.0,0.00384501600638
4813,#5313,S,(2s)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-3-methylbutan-1-ol,RAMROQQYRRQPDL-OAHLLOKOSA-N,CC(C)[C@@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,0.0,0.00383634655736
6210,#6771,S,isoxicam,YYUAYBYLJSNDCX-UHFFFAOYSA-N,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,0.0,0.00383305712603
5025,#5536,S,3-phenyl-5-(1h-pyrazol-3-yl)isoxazole,SRSSTOPJERVMRZ-UHFFFAOYSA-N,c1ccc(-c2cc(-c3cc[nH]n3)on2)cc1,0.0,0.00382320117205
5302,#5826,S,3-{6-[(8-hydroxy-quinoline-2-carbonyl)-amino]-2-thiophen-2-yl-hexanoylamino}-4-oxo-butyri acid,QXMPYGCWDMKRMF-IRXDYDNUSA-N,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,0.0,0.0038115400821
770,#824,S,demecarium,RWZVPVOZTJJMNU-UHFFFAOYSA-N,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,0.0,0.00381117966026
2541,#2783,S,5-bromo-n-(2*3-dihydroxypropoxy)-3*4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide,XXSSGBYXSKOLAM-MRVPVSSYSA-N,O=C(NOC[C@H](O)CO)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,0.0,0.00380940595642
2419,#2646,S,ndelta-(n'-sulphodiaminophosphinyl)-l-ornithine,MDGVOXPIIICZEK-LQMFNZFOSA-N,N[C@@H](CCCN[P@](N)(=O)NS(=O)(=O)O)C(=O)O,0.0,0.00380618078634
6129,#6680,S,antazoline,REYFJDPCWQRWAA-UHFFFAOYSA-N,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0.0,0.00379059324041
4696,#5195,S,n-benzyl-4-[(2r)-pyrrolidin-2-ylmethoxy]aniline,HITMFLNAOQIZSN-QGZVFWFLSA-N,c1ccc(CNc2ccc(OC[C@H]3CCCN3)cc2)cc1,0.0,0.00379022932611
5225,#5745,S,n-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1*3*4-oxadiazol-2-yl)-4-biphenylcarboxamide,PMMLSQFPBFKLHH-UHFFFAOYSA-N,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1,0.0,0.00378608168103
1342,#1439,S,roflumilast,MNDBXUUTURYVHR-UHFFFAOYSA-N,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.0,0.00377595704049
4665,#5164,S,3-{5-[amino(iminio)methyl]-1h-indol-2-yl}-5-methoxy-1*1'-biphenyl-2-olate,MINVOLKUPZPDNX-UHFFFAOYSA-N,COc1cc(-c2ccccc2)c(O)c(-c2cc3cc(C(=N)N)ccc3[nH]2)c1,0.0,0.00377201801166
636,#689,S,minaprine,LDMWSLGGVTVJPG-UHFFFAOYSA-N,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,0.0,0.00376866548322
709,#763,S,chlorothiazide,JBMKAUGHUNFTOL-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,0.0,0.00376716908067
2853,#3141,S,9-butyl-8-(2-chloro-3*4*5-trimethoxy-benzyl)-9h-purin-6-ylamine,IVPCTHKPOPQMSX-UHFFFAOYSA-N,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)ncnc21,0.0,0.00376659608446
3437,#3796,S,dequadin,PCSWXVJAIHCTMO-UHFFFAOYSA-P,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.0,0.00375996576622
6237,#6799,S,floctafenine,APQPGQGAWABJLN-GFCCVEGCSA-N,O=C(OC[C@H](O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,0.0,0.00375488563441
4688,#5187,S,3-({4-[(5-chloro-1*3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide,TZHCXOMEOHEZDX-UHFFFAOYSA-N,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,0.0,0.00374169857241
5686,#6216,S,5-methyl-6-phenylquinazoline-2*4-diamine,HUCOXWPHDFINIW-UHFFFAOYSA-N,Cc1c(-c2ccccc2)ccc2nc(N)nc(N)c12,0.0,0.0037297247909
6341,#6920,S,isosulfan blue,YFKDCGWIINMRQY-UHFFFAOYSA-O,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,0.0,0.00372244254686
4852,#5353,S,(2s)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide,MMNRWNREMUMYQG-INIZCTEOSA-N,C[C@](O)(COc1c(F)c(F)c(F)c(F)c1F)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.0,0.0037176143378
5876,#6410,S,4-[5-(4-fluoro-phenyl)-2-(4-methanesulfinyl-phenyl)-3h-imidazol-4-yl]-pyridine,CDMGBJANTYXAIV-HHHXNRCGSA-N,C[S@@](=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,0.0,0.00370625942014
2969,#3271,S,2-{n'-[2-(5-amino-1-phenylcarbamoyl-pentylcarbamoyl)-hexyl]-hydrazinomethyl}-hexanoic acid(5-amino-1-phenylcarbamoyl-pentyl)-amide,YFMXWONORHSZEM-JDYLGNGMSA-N,CCCC[C@@H](CNNC[C@@H](CCCC)C(=O)N[C@@H](CCCCN)C(=O)Nc1ccccc1)C(=O)N[C@H](CCCCN)C(=O)Nc1ccccc1,0.0,0.00369686051272
4465,#4959,S,3-hydroxypropyl 3-[({7-[amino(imino)methyl]-1-naphthyl}amino)carbonyl]benzenesulfonate,PXERBGNIBOFZOW-UHFFFAOYSA-N,N=C(N)c1ccc2cccc(NC(=O)c3cccc(S(=O)(=O)OCCCO)c3)c2c1,0.0,0.00368874124251
5481,#6006,S,6-ethyl-5-[(2s)-1-(3-methoxypropyl)-2-phenyl-1*2*3*4-tetrahydroquinolin-7-yl]pyrimidine-2*4-diamine,UOYVKYJWAXJTTE-NRFANRHFSA-N,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)[C@H](c1ccccc1)CC2,0.0,0.00368017796427
5609,#6136,S,{5-(5-amino-1h-pyrrolo[3*2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-biphenyl-3-yl]-acetic acid,BVBGZXXLVHYBKI-UHFFFAOYSA-N,Nc1ccc2[nH]c(-c3cc(CC(=O)O)cc(-c4cccc([N+](=O)[O-])c4)c3O)cc2n1,0.0,0.00367921311408
5435,#5960,S,1-cyclobutyl-3-(3*4-dimethoxyphenyl)-1h-pyrazolo[3*4-d]pyrimidin-4-amine,ITOYZJGFTNTKKR-UHFFFAOYSA-N,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,0.0,0.00367859122343
948,#1014,S,sulfinpyrazone,MBGGBVCUIVRRBF-UHFFFAOYSA-N,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.0,0.00367841660045
5729,#6260,S,n-(3-(8-cyano-4-(phenylamino)pyrazolo[1*5-a][1*3*5]triazin-2-ylamino)phenyl)acetamide,QVKXQLGRDOMAGC-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3)n3ncc(C#N)c3n2)c1,0.0,0.00367820472457
2034,#2206,S,ghavamiol,YWOSRVQDYDWMAB-QKCLAQEOSA-N,OC[C@H](OS(O)(O)O)[C@@H](O)CN1C[C@@H](O)[C@H](O)[C@H]1CO,0.0,0.00367534020916
645,#698,S,meloxicam,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0.0,0.00363760208711
4390,#4883,S,n-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2h-pyran-4-carboxamide,FOSWRYKPHVPIDJ-UHFFFAOYSA-N,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)CCOCC1,0.0,0.00362710095942
5712,#6243,S,4-(2-(1h-imidazol-4-yl)ethylamino)-2-(phenylamino)pyrazolo[1*5-a][1*3*5]triazine-8-carbonitrile,IWUUKHQIKFHWIW-UHFFFAOYSA-N,N#Cc1cnn2c(NCCc3cnc[nH]3)nc(Nc3ccccc3)nc12,0.0,0.00361934443936
2204,#2401,S,n-(m-trifluoromethylphenyl) phenoxazine-4*6-dicarboxylic acid,NQOOJFXBGLOGTC-UHFFFAOYSA-N,O=C(O)c1cccc2c1Oc1c(C(=O)O)cccc1N2c1cccc(C(F)(F)F)c1,0.0,0.00358839193359
4322,#4815,S,n-{5-[4-(4-methylpiperazin-1-yl)phenyl]-1h-pyrrolo[2*3-b]pyridin-3-yl}nicotinamide,YJWJKKXGAPWLGT-UHFFFAOYSA-N,CN1CCN(c2ccc(-c3cnc4[nH]cc(NC(=O)c5cccnc5)c4c3)cc2)CC1,0.0,0.00357918348163
4292,#4784,S,4-[(7-oxo-7h-thiazolo[5*4-e]indol-8-ylmethyl)-amino]-n-pyridin-2-yl-benzenesulfonamide,MBXKBJLIESPLIK-UHFFFAOYSA-N,O=C1N=c2ccc3ncsc3c2=C1CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.0,0.00357708870433
3175,#3494,S,allyl-{6-[3-(4-bromo-phenyl)-1-methyl-1h-indazol-6-yl]oxy}hexyl)-n-methylamine,FNZKIJOTNKEJBF-UHFFFAOYSA-N,C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nn(C)c2c1,0.0,0.00356462225318
2548,#2791,S,mant-adp,QPKUEBLEGWBRHC-HZSPNIEDSA-N,CNc1ccccc1C(=O)O[C@@H]1C[C@H](n2cnc3c(N)ncnc32)O[C@H]1CO[P@@](=O)(O)OP(=O)(O)O,0.0,0.0035617321264
4466,#4961,S,2-(3*4-dihydroxyphenyl)-8-(1*1-dioxidoisothiazolidin-2-yl)-3-hydroxy-6-methyl-4h-chromen-4-one,CEXBEGBNDJVZPK-UHFFFAOYSA-N,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,0.0,0.00355573813431
4851,#5352,S,4-{[(1r*2s)-1*2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile,INVUBEGZQHQAMY-SJORKVTESA-N,C[C@](O)(COc1ccc([N+](=O)[O-])cc1)[C@@H](O)Nc1ccc(C#N)c(C(F)(F)F)c1,0.0,0.0035556179937
1397,#1500,S,{3-[3-(3*4-dimethoxy-phenyl)-1-(1-{1-[2-(3*4*5-trimethoxy-phenyl)-butyryl]-piperidin-2yl}-vinyloxy)-propyl]-phenoxy}-acetic acid,XCCRAOPQCACRFC-JBOQNHBVSA-N,CC[C@H](C(=O)N1CCCC[C@@H]1C(=O)O[C@@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)O)c1)c1cc(OC)c(OC)c(OC)c1,0.0,0.00355159095488
924,#989,S,papaverine,XQYZDYMELSJDRZ-UHFFFAOYSA-N,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0.0,0.00355128571391
3909,#4324,S,5-methyltetrahydrofolic acid,ZNOVTXRBGFNYRX-ABLWVSNPSA-N,CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.0,0.00355066452175
6492,#7129,S,levomefolic acid,ZNOVTXRBGFNYRX-STQMWFEESA-N,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.0,0.00355066452175
3571,#3950,S,5-methyl-5*6*7*8-tetrahydrofolic acid,ZNOVTXRBGFNYRX-CHWSQXEVSA-N,CN1c2c(nc(N)[nH]c2=O)NC[C@H]1CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,0.0,0.00355066452175
5461,#5986,S,7-methoxy-4-[(6-phenyl[1*2*4]triazolo[4*3-b]pyridazin-3-yl)methoxy]quinoline,HEAIZQNMNCHNFD-UHFFFAOYSA-N,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,0.0,0.00354815344326
6347,#6934,S,flutemetamol (18f),VVECGOCJFKTUAX-HUYCHCPVSA-N,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F],0.0,0.00353958434425
5619,#6146,S,n*4-dimethyl-3-[(1-phenyl-1h-pyrazolo[3*4-d]pyrimidin-4-yl)amino]benzamide,OYTBZXSFNNAVKU-UHFFFAOYSA-N,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1,0.0,0.0035373212304
5355,#5879,S,5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,SAAYRHKJHDIDPH-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1,0.0,0.00353055237792
5599,#6126,S,n-{4-methyl-3-[(3-pyrimidin-4-ylpyridin-2-yl)amino]phenyl}-3-(trifluoromethyl)benzamide,NESXBRNDMQUVNG-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,0.0,0.00351690687239
4958,#5465,S,4-{5-[(z)-(2-imino-4-oxo-1*3-thiazolidin-5-ylidene)methyl]furan-2-yl}-2-(trifluoromethyl)benzenesulfonamide,RGVVHQNJKUNSFQ-UHFFFAOYSA-N,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)c(C(F)(F)F)c3)o2)S1,0.0,0.00351586588658
4385,#4878,S,n-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2*1-f][1*2*4]triazine-6-carboxamide,ZZTMFGIGOADCFX-UHFFFAOYSA-N,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,0.0,0.00350996851921
5810,#6343,S,2-(3-((4*5*7-trifluorobenzo[d]thiazol-2-yl)methyl)-1h-pyrrolo[2*3-b]pyridin-1-yl)acetic acid,IEVFQDJUDLCOQY-UHFFFAOYSA-N,O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2cccnc21,0.0,0.00350337172858
3383,#3733,S,1-benzyl-3-(4-methoxy-benzenesulfonyl)-6-oxo-hexahydro-pyrimidine-4-carboxylic acid hydroxyamide,SUSMVCKSLVPRCL-QGZVFWFLSA-N,COc1ccc(S(=O)(=O)N2CN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,0.0,0.00350080430508
306,#328,S,cerivastatin,SEERZIQQUAZTOL-WOJBJXKFSA-N,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0.0,0.00350048323162
6056,#6604,S,5-(5-(2*6-dichloro-4-(4*5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole,JLSNWEWWUSOSMP-UHFFFAOYSA-N,OCCOCOCc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,0.0,0.0034762956202
3166,#3484,S,n-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-3-pyridinecarboxamide,YWQVBESSYLICRX-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,0.0,0.00345744634978
4092,#4538,S,era-923,JICOGKJOQXTAIP-UHFFFAOYSA-N,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,0.0,0.00345056736842
4180,#4642,S,bazedoxifene,UCJGJABZCDBEDK-UHFFFAOYSA-N,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0.0,0.00345056736842
2558,#2804,S,3-({5-benzyl-6-hydroxy-2*4-bis-(4-hydroxy-benzyl)-3-oxo-[1*2*4]-triazepane-1-sulfonyl)-benzonitrile,UYUWNNRWESUYOB-FIRIVFDPSA-N,N#Cc1cccc(S(=O)(=O)N2C[C@@H](O)[C@@H](Cc3ccccc3)N(Cc3ccc(O)cc3)C(=O)N2Cc2ccc(O)cc2)c1,0.0,0.0034461710602
6499,#7136,S,sarafloxacin,XBHBWNFJWIASRO-UHFFFAOYSA-N,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.0,0.00344308372587
4794,#5294,S,3-[(4-fluorophenyl)sulfanyl]-n-(4-methyl-1*3-thiazol-2-yl)-6-[(4-methyl-4h-1*2*4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide,SJTQKYKXCYVFHX-UHFFFAOYSA-N,Cc1csc(NC(=O)c2nc(Sc3nncn3C)ccc2Sc2ccc(F)cc2)n1,0.0,0.00344061409123
5851,#6385,S,s-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3*4-dihydroquinoline-1(2h)-carbothioate,AWAKIULNKVOBKE-UHFFFAOYSA-N,Cc1ccc2c(c1)CCCN2C(=O)SCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,0.0,0.003431516001
6442,#7045,S,fimasartan,AMEROGPZOLAFBN-UHFFFAOYSA-N,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.0,0.00343088200316
4692,#5191,S,3-({4-[(5-chloro-1*3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzamide,ZVQZIVCQLFGXFZ-UHFFFAOYSA-N,NC(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,0.0,0.0034304286819
6193,#6751,S,dabrafenib,BFSMGDJOXZAERB-UHFFFAOYSA-N,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,0.0,0.00339646381326
2079,#2257,S,n-(6-{[3-(4-bromophenyl)-1*2-benzisothiazol-6-yl]oxy}hexyl)-n-methylprop-2-en-1-amine,UCIDPJLYUKNYFZ-UHFFFAOYSA-N,C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nsc2c1,0.0,0.00338374939747
4592,#5089,S,n-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1h-imidazol-2-yl]acetamide,TYPILNNEZPSNTI-UHFFFAOYSA-N,CC(=O)Nc1nc(-c2ccc(F)c(C)n2)c(-c2ccc3nccnc3c2)[nH]1,0.0,0.00336672947742
4859,#5360,S,2-({[4-bromo-3-(diethylsulfamoyl)phenyl]carbonyl}amino)benzoic acid,VNOMZKMKBNFCMC-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccccc2C(=O)O)ccc1Br,0.0,0.00335926562548
4706,#5205,S,n-[7-(3-aminophenyl)-5-methoxy-1*3-benzoxazol-2-yl]-2*5-dichlorobenzenesulfonamide,GAYYMURZGLJDCT-UHFFFAOYSA-N,COc1cc(-c2cccc(N)c2)c2oc(NS(=O)(=O)c3cc(Cl)ccc3Cl)nc2c1,0.0,0.00334981037304
4972,#5482,S,n-hydroxy-2(r)-[[(4-methoxyphenyl)sulfonyl](3-picolyl)amino]-3-methylbutanamide hydrochloride,BSIZUMJRKYHEBR-QGZVFWFLSA-N,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1,0.0,0.00334728509188
387,#415,S,lercanidipine,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.0,0.00334686669521
5748,#6279,S,4*5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1h-imidazole,XBMULXNXJLWLLD-UHFFFAOYSA-N,COc1ccc(-c2nc(-c3cccs3)[nH]c2-c2ccc(OC)cc2)cc1,0.0,0.00334517937154
4383,#4876,S,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3h-benzimidazol-5-yl]oxy]-n-methyl-pyridine-2-carboxamide,ZJLSMLDOCGOURY-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Cl)c(C(F)(F)F)c4)[nH]c3c2)ccn1,0.0,0.00334453419782
5232,#5752,S,(e)-[4-(3*5-difluorophenyl)-3h-pyrrolo[2*3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol,HQMUBYFTZASKLP-UHFFFAOYSA-N,COc1cccc(/C(O)=C2\C=Nc3nccc(-c4cc(F)cc(F)c4)c32)c1,0.0,0.00333445612341
821,#882,S,cromoglicic acid,IMZMKUWMOSJXDT-UHFFFAOYSA-N,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,0.0,0.00332820718177
702,#755,S,conivaptan,IKENVDNFQMCRTR-UHFFFAOYSA-N,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,0.0,0.00331411533989
1428,#1535,S,4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1h-imidazol-2-yl]-piperidine,QICPQLFMWYQJGX-SFHVURJKSA-N,C[C@H](Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1,0.0,0.00331038446166
4716,#5215,S,5-[4-(dimethylamino)phenyl]-6-[(6-morpholin-4-ylpyridin-3-yl)ethynyl]pyrimidin-4-amine,AINVOEOJEKKMKB-UHFFFAOYSA-N,CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,0.0,0.0033002696
5644,#6172,S,n-(2-aminoethyl)-n~2~-{(1s)-1-[4'-(aminosulfonyl)biphenyl-4-yl]-2*2*2-trifluoroethyl}-l-leucinamide,QPXXBNKMAHUXBB-PMACEKPBSA-N,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCCN,0.0,0.00329974736087
543,#588,S,amprenavir,YMARZQAQMVYCKC-OEMFJLHTSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,0.0,0.00328587065451
6359,#6955,S,mirfentanil,BJZZDOLVVLWFHN-UHFFFAOYSA-N,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1,0.0,0.00327994022518
2802,#3083,S,2-[5-hydroxy-3-methyl-1-(2-methyl-4-sulfo-phenyl)-1h-pyrazol-4-ylazo]-4-sulfo-benzoic acid,NOQURKNIKJDEPW-UHFFFAOYSA-N,Cc1cc(S(=O)(=O)O)ccc1-n1nc(C)c(/N=N/c2cc(S(=O)(=O)O)ccc2C(=O)O)c1O,0.0,0.00327576347627
5497,#6023,S,(3r)-4-{[(3*4-dihydroxyphenyl)acetyl]oxy}-n-(2-formylindolizin-3-yl)-3-sulfino-d-valine,DEOZLEGRVHDNKC-UGKGYDQZSA-N,C[C@](COC(=O)Cc1ccc(O)c(O)c1)([C@@H](Nc1c(C=O)cc2ccccn12)C(=O)O)[S@@](=O)O,0.0,0.00327395321801
4473,#4968,S,r-3-fluoro-4-[2-hydroxy-2-(5*5*8*8-tetramethyl-5*6*7*8*-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid,AANFHDFOMFRLLR-LJQANCHMSA-N,CC1(C)CCC(C)(C)c2cc([C@@H](O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,0.0,0.00324503961019
5807,#6340,S,3-[6-bromo-2-fluoro-3-(1h-pyrazolo[3*4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile,OHQMEDBYNUAVNE-UHFFFAOYSA-N,N#Cc1cc(Cl)cc(Oc2c(Br)ccc(Cc3n[nH]c4nnccc34)c2F)c1,0.0,0.00323715386912
6176,#6731,S,linagliptin,LTXREWYXXSTFRX-QGZVFWFLSA-N,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0.0,0.00322391511872
2312,#2522,S,idd552,ZCAGEXZTORJQDZ-UHFFFAOYSA-N,O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1,0.0,0.00322262383997
1850,#2007,S,(s)-2-(phosphonoxy)caproyl-l-leucyl-p-nitroanilide,HARXAJAHMRMERT-HOTGVXAUSA-N,CCCC[C@H](OP(=O)(O)O)C(=O)N[C@@H](CC(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1,0.0,0.00321423029527
939,#1004,S,bicalutamide,LKJPYSCBVHEWIU-UHFFFAOYSA-N,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0.0,0.00319068087265
